_type,longitude,latitude
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
Position,null,null
